dataset,model,method,scope,pretrain_steps,pretrain_fraction,learning_rate,steps,layers,hidden,step_unit,temperature,edge_direction,dropout,eval_every,seed,step,objective,train_accuracy,train_macro_f1,val_accuracy,val_macro_f1,test_accuracy,test_macro_f1
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,50,0.5855900645256042,0.9666666388511658,0.9664060473442078,0.7120000123977661,0.6770899891853333,0.7020000219345093,0.6730077266693115
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,100,0.29004552960395813,0.9916666746139526,0.9916614890098572,0.7020000219345093,0.6677952408790588,0.718999981880188,0.6924335360527039
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,150,0.2127636820077896,0.9916666746139526,0.9916614890098572,0.7120000123977661,0.6779887080192566,0.7099999785423279,0.6829841732978821
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,200,0.17678134143352509,1.0,1.0,0.7139999866485596,0.6795079708099365,0.7080000042915344,0.6809346675872803
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,250,0.15910033881664276,1.0,1.0,0.7120000123977661,0.676009476184845,0.7080000042915344,0.6808712482452393
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,300,0.14986522495746613,1.0,1.0,0.7099999785423279,0.6738545298576355,0.7070000171661377,0.6801618933677673
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,350,0.14424951374530792,1.0,1.0,0.7099999785423279,0.6742925047874451,0.7070000171661377,0.6804253458976746
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,400,0.1417132019996643,1.0,1.0,0.7080000042915344,0.6723821759223938,0.7110000252723694,0.6849504113197327
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,450,0.14079050719738007,1.0,1.0,0.7099999785423279,0.6741068363189697,0.7089999914169312,0.6830732226371765
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,500,0.14041820168495178,1.0,1.0,0.7120000123977661,0.6765860915184021,0.7120000123977661,0.6845555901527405
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,0,,0.1666666716337204,0.0476190485060215,0.057999998331069946,0.018273470923304558,0.07699999958276749,0.023831630125641823
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,50,0.5710475444793701,0.9750000238418579,0.9749529957771301,0.7139999866485596,0.6748988032341003,0.7179999947547913,0.6858660578727722
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,100,0.2773014008998871,0.9916666746139526,0.9916614890098572,0.7139999866485596,0.6804055571556091,0.7089999914169312,0.6809279918670654
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,150,0.19816012680530548,1.0,1.0,0.7080000042915344,0.6743656992912292,0.7099999785423279,0.6839547157287598
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,200,0.1664249300956726,1.0,1.0,0.7120000123977661,0.6783520579338074,0.7099999785423279,0.6842953562736511
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,250,0.15305738151073456,1.0,1.0,0.7099999785423279,0.6748362183570862,0.7089999914169312,0.6827220320701599
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,300,0.14653067290782928,1.0,1.0,0.7099999785423279,0.6747509837150574,0.7110000252723694,0.6852307319641113
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,350,0.14361505210399628,1.0,1.0,0.7120000123977661,0.6765021681785583,0.7080000042915344,0.6825835108757019
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,400,0.14210326969623566,1.0,1.0,0.7059999704360962,0.6707637906074524,0.7110000252723694,0.6850536465644836
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,450,0.14130207896232605,1.0,1.0,0.7080000042915344,0.6728742718696594,0.7120000123977661,0.6860311031341553
CiteSeer,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,500,0.14081226289272308,1.0,1.0,0.7080000042915344,0.6720159649848938,0.7110000252723694,0.6850822567939758
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,41,0,,0.1428571492433548,0.0357142873108387,0.15600000321865082,0.038556601852178574,0.14399999380111694,0.035964034497737885
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,41,50,0.44883257150650024,0.9857142567634583,0.9858712553977966,0.7820000052452087,0.7732699513435364,0.8069999814033508,0.7951985597610474
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,41,100,0.21912649273872375,1.0,1.0,0.7919999957084656,0.7793055176734924,0.8059999942779541,0.7937337160110474
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,41,150,0.16462472081184387,1.0,1.0,0.7919999957084656,0.7783605456352234,0.8050000071525574,0.7926574349403381
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,41,200,0.14142616093158722,1.0,1.0,0.7860000133514404,0.7716306447982788,0.800000011920929,0.7899258732795715
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,41,250,0.1299828737974167,1.0,1.0,0.7900000214576721,0.7735087275505066,0.8029999732971191,0.7931569814682007
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,41,300,0.12385199218988419,1.0,1.0,0.7900000214576721,0.7735087275505066,0.8040000200271606,0.7923664450645447
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,41,350,0.12043563276529312,1.0,1.0,0.7879999876022339,0.7699375748634338,0.8019999861717224,0.7909947633743286
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,41,400,0.11848701536655426,1.0,1.0,0.7860000133514404,0.7686156034469604,0.8019999861717224,0.7909947633743286
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,41,450,0.11728687584400177,1.0,1.0,0.7839999794960022,0.7673217058181763,0.8029999732971191,0.7923912405967712
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,41,500,0.11660514771938324,1.0,1.0,0.7820000052452087,0.7660789489746094,0.8040000200271606,0.7928496599197388
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,42,0,,0.1428571492433548,0.0357142873108387,0.3160000145435333,0.0686061680316925,0.3190000057220459,0.06909997016191483
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,42,50,0.46776536107063293,0.9857142567634583,0.9858712553977966,0.7820000052452087,0.7731953859329224,0.8130000233650208,0.8008246421813965
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,42,100,0.2133713662624359,1.0,1.0,0.7860000133514404,0.7753971815109253,0.8050000071525574,0.7932019829750061
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,42,150,0.15659528970718384,1.0,1.0,0.7879999876022339,0.7733389139175415,0.8040000200271606,0.7919517755508423
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,42,200,0.13365527987480164,1.0,1.0,0.7860000133514404,0.7704493403434753,0.800000011920929,0.7888111472129822
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,42,250,0.12372653186321259,1.0,1.0,0.7839999794960022,0.7666154503822327,0.8029999732971191,0.7929958701133728
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,42,300,0.11951106041669846,1.0,1.0,0.7860000133514404,0.7679093480110168,0.8050000071525574,0.7952730059623718
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,42,350,0.1177380308508873,1.0,1.0,0.7839999794960022,0.7666154503822327,0.8040000200271606,0.7938669323921204
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,42,400,0.11680864542722702,1.0,1.0,0.7820000052452087,0.765284538269043,0.8040000200271606,0.7936901450157166
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,42,450,0.11629969626665115,1.0,1.0,0.7839999794960022,0.7673619985580444,0.8040000200271606,0.7932334542274475
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,42,500,0.11594265699386597,1.0,1.0,0.7839999794960022,0.7673619985580444,0.8050000071525574,0.7939305901527405
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,43,0,,0.1428571492433548,0.036166366189718246,0.07199999690055847,0.019261637702584267,0.09200000017881393,0.0279128085821867
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,43,50,0.4603072702884674,0.9857142567634583,0.9858712553977966,0.7940000295639038,0.7852293848991394,0.8059999942779541,0.7943627238273621
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,43,100,0.2169368863105774,1.0,1.0,0.7879999876022339,0.7778337597846985,0.8080000281333923,0.7957392930984497
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,43,150,0.15946270525455475,1.0,1.0,0.7900000214576721,0.7739354372024536,0.8109999895095825,0.7987653613090515
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,43,200,0.13557380437850952,1.0,1.0,0.7860000133514404,0.7686992287635803,0.8040000200271606,0.7936630845069885
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,43,250,0.12363654375076294,1.0,1.0,0.7860000133514404,0.7692222595214844,0.8050000071525574,0.7944615483283997
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,43,300,0.1191844791173935,1.0,1.0,0.7839999794960022,0.7673217058181763,0.8019999861717224,0.7917814254760742
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,43,350,0.11735399812459946,1.0,1.0,0.7839999794960022,0.7673217058181763,0.8040000200271606,0.7932575345039368
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,43,400,0.11646372824907303,1.0,1.0,0.7839999794960022,0.7673217058181763,0.8069999814033508,0.7963104844093323
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,43,450,0.11584242433309555,1.0,1.0,0.7839999794960022,0.7673619985580444,0.8069999814033508,0.7955514192581177
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,43,500,0.11550603806972504,1.0,1.0,0.7820000052452087,0.7660789489746094,0.8059999942779541,0.7943930625915527
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,0,,0.1428571492433548,0.0357142873108387,0.07199999690055847,0.01918976381421089,0.09099999815225601,0.02383134886622429
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,50,0.4474111497402191,0.9857142567634583,0.9858712553977966,0.7919999957084656,0.7847422361373901,0.8100000023841858,0.7973113059997559
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,100,0.21218086779117584,1.0,1.0,0.7919999957084656,0.7796762585639954,0.8119999766349792,0.8000497817993164
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,150,0.1575034111738205,1.0,1.0,0.7860000133514404,0.771003246307373,0.8100000023841858,0.798441469669342
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,200,0.13565966486930847,1.0,1.0,0.7820000052452087,0.7652188539505005,0.8080000281333923,0.7960149645805359
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,250,0.12410847842693329,1.0,1.0,0.7799999713897705,0.7631459832191467,0.8100000023841858,0.7978152632713318
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,300,0.11927314847707748,1.0,1.0,0.7820000052452087,0.7660789489746094,0.8119999766349792,0.8004487156867981
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,350,0.1174858883023262,1.0,1.0,0.7799999713897705,0.7647435069084167,0.8109999895095825,0.8012492060661316
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,400,0.11656565219163895,1.0,1.0,0.7799999713897705,0.7647435069084167,0.8080000281333923,0.7968001365661621
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,450,0.11608784645795822,1.0,1.0,0.7820000052452087,0.7660789489746094,0.8080000281333923,0.7961129546165466
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,44,500,0.115825355052948,1.0,1.0,0.7839999794960022,0.7673619985580444,0.8090000152587891,0.7977710366249084
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,0,,0.1428571492433548,0.0357142873108387,0.15600000321865082,0.038556601852178574,0.14399999380111694,0.035964034497737885
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,50,0.46801164746284485,0.9857142567634583,0.9858712553977966,0.7860000133514404,0.7770742774009705,0.8100000023841858,0.7991736531257629
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,100,0.21028026938438416,1.0,1.0,0.7879999876022339,0.7783976793289185,0.8059999942779541,0.7947487831115723
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,150,0.15368019044399261,1.0,1.0,0.7820000052452087,0.7680553793907166,0.8069999814033508,0.796179473400116
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,200,0.13269543647766113,1.0,1.0,0.7839999794960022,0.7683388590812683,0.8009999990463257,0.7902435064315796
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,250,0.12373381853103638,1.0,1.0,0.7820000052452087,0.765284538269043,0.8050000071525574,0.7950237393379211
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,300,0.11973407119512558,1.0,1.0,0.7820000052452087,0.7658693194389343,0.8019999861717224,0.7918639183044434
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,350,0.11776330322027206,1.0,1.0,0.7820000052452087,0.765284538269043,0.8029999732971191,0.7920152544975281
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,400,0.11677490174770355,1.0,1.0,0.7839999794960022,0.7666154503822327,0.8040000200271606,0.7931004762649536
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,450,0.11621464043855667,1.0,1.0,0.7820000052452087,0.765284538269043,0.8029999732971191,0.7922877669334412
Cora,gcn,bp,all,0,0.0,0.01,500,2,64,full_network_update,,,0.0,50,45,500,0.11586134880781174,1.0,1.0,0.7839999794960022,0.7673619985580444,0.8029999732971191,0.7917762398719788
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,41,0,,0.6166666746139526,0.6107936501502991,0.6539999842643738,0.6262674331665039,0.671999990940094,0.6439908146858215
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,41,50,0.11982991546392441,1.0,1.0,0.6919999718666077,0.6609576344490051,0.6899999976158142,0.6615310311317444
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,41,100,0.10249800235033035,1.0,1.0,0.6899999976158142,0.6571083664894104,0.6729999780654907,0.6424943208694458
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,41,150,0.10038792341947556,1.0,1.0,0.6859999895095825,0.6481824517250061,0.6740000247955322,0.6432014107704163
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,41,200,0.09975656867027283,1.0,1.0,0.6880000233650208,0.650070071220398,0.6729999780654907,0.6424818634986877
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,41,250,0.09951519221067429,1.0,1.0,0.6899999976158142,0.6523565053939819,0.6740000247955322,0.6432486176490784
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,41,300,0.09935831278562546,1.0,1.0,0.6880000233650208,0.650260329246521,0.671999990940094,0.6405358910560608
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,41,350,0.09924402832984924,1.0,1.0,0.6940000057220459,0.6547214388847351,0.6710000038146973,0.6395843029022217
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,41,400,0.0991489365696907,1.0,1.0,0.6919999718666077,0.6506399512290955,0.6710000038146973,0.6395843029022217
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,41,450,0.0990656390786171,1.0,1.0,0.6919999718666077,0.6506399512290955,0.6710000038146973,0.6398579478263855
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,41,500,0.09898445755243301,1.0,1.0,0.6899999976158142,0.6491336226463318,0.6729999780654907,0.6425416469573975
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,42,0,,0.5833333134651184,0.5763480067253113,0.6819999814033508,0.6453548073768616,0.6700000166893005,0.6403905749320984
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,42,50,0.11225438863039017,1.0,1.0,0.6639999747276306,0.6329578757286072,0.6859999895095825,0.6623660326004028
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,42,100,0.09503354132175446,1.0,1.0,0.6539999842643738,0.620101273059845,0.6800000071525574,0.655467689037323
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,42,150,0.09216038137674332,1.0,1.0,0.6480000019073486,0.613038957118988,0.6710000038146973,0.6459608674049377
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,42,200,0.09136111289262772,1.0,1.0,0.6420000195503235,0.6049334406852722,0.6700000166893005,0.6451676487922668
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,42,250,0.09109696000814438,1.0,1.0,0.6380000114440918,0.6012203693389893,0.6679999828338623,0.642514169216156
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,42,300,0.09101640433073044,1.0,1.0,0.6399999856948853,0.6033670902252197,0.6690000295639038,0.6435949206352234
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,42,350,0.09095563739538193,1.0,1.0,0.6399999856948853,0.6033670902252197,0.6690000295639038,0.6435949206352234
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,42,400,0.09094604849815369,1.0,1.0,0.6399999856948853,0.6033670902252197,0.6679999828338623,0.6426135301589966
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,42,450,0.09092666953802109,1.0,1.0,0.6399999856948853,0.6033670902252197,0.6690000295639038,0.6435496807098389
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,42,500,0.09092282503843307,1.0,1.0,0.6399999856948853,0.6033670902252197,0.6690000295639038,0.6435496807098389
CiteSeer,gcn,bp,all,200,0.5,0.01,500,2,64,full_network_update,,,0.0,50,43,0,,0.6333333253860474,0.6224082112312317,0.671999990940094,0.6318442225456238,0.6919999718666077,0.6552618741989136
